Epoch Time (Seconds),Time (Seconds),Frame Number,PSM1_joint_1,PSM1_joint_2,PSM1_joint_3,PSM1_joint_4,PSM1_joint_5,PSM1_joint_6,PSM1_jaw_angle,PSM1_ee_x,PSM1_ee_y,PSM1_ee_z,"PSM1_Orientation_Matrix_[1,1]","PSM1_Orientation_Matrix_[1,2]","PSM1_Orientation_Matrix_[1,3]","PSM1_Orientation_Matrix_[2,1]","PSM1_Orientation_Matrix_[2,2]","PSM1_Orientation_Matrix_[2,3]","PSM1_Orientation_Matrix_[3,1]","PSM1_Orientation_Matrix_[3,2]","PSM1_Orientation_Matrix_[3,3]",PSM2_joint_1,PSM2_joint_2,PSM2_joint_3,PSM2_joint_4,PSM2_joint_5,PSM2_joint_6,PSM2_jaw_angle,PSM2_ee_x,PSM2_ee_y,PSM2_ee_z,"PSM2_Orientation_Matrix_[1,1]","PSM2_Orientation_Matrix_[1,2]","PSM2_Orientation_Matrix_[1,3]","PSM2_Orientation_Matrix_[2,1]","PSM2_Orientation_Matrix_[2,2]","PSM2_Orientation_Matrix_[2,3]","PSM2_Orientation_Matrix_[3,1]","PSM2_Orientation_Matrix_[3,2]","PSM2_Orientation_Matrix_[3,3]",Camera Left,Camera Right
2025-06-02 14:22:00,0.0010552406311035156,1,-0.07672277,0.06401493,0.11569941,0.12913539,-0.12963277,0.096962556,0.00072348013,0.034195952,-0.0053355303,0.0018008305,0.872215881874004,0.1427046881248367,0.4678406004120918,-0.13415286846030441,0.9896083976702601,-0.05175159074243612,-0.47036418155576615,-0.017623599169676728,0.882296404538566,0.037262835,-0.02056073,0.10685923,-0.0457164,0.042342305,-0.012353358,0.19262731,-0.04173197,0.0014707248,0.0071308725,0.8518337031028356,-0.027059061801603806,-0.523112941373588,0.0454186010285165,0.998719141007506,0.02229861129850008,0.5218395279573236,-0.04275376661355279,0.85197160897628,left_images/camera_left_1.png,right_images/camera_right_1.png
2025-06-02 14:22:00,0.05559587478637695,2,-0.08238152,0.069439374,0.11596293,0.14241976,-0.14864346,0.11070982,0.0004546721,0.033699654,-0.0056853658,0.0019004801,0.8749395953552271,0.160836569455397,0.45674095766139855,-0.14930585220920764,0.9868762867671435,-0.06150574861570093,-0.46063919392048525,-0.014380283116643057,0.8874709800786567,0.038022347,-0.021853395,0.10695847,-0.048002385,0.042442143,-0.012810315,0.21929389,-0.041611608,0.0016124588,0.007091568,0.8515289019300917,-0.02959049785805331,-0.5234719969723736,0.04770524719611401,0.9986374835539635,0.02115149713293945,0.5221328744368523,-0.04298347214359994,0.8517803018119111,left_images/camera_left_2.png,right_images/camera_right_2.png
2025-06-02 14:22:00,0.1120152473449707,3,-0.08896995,0.07455256,0.11620278,0.15834086,-0.16838032,0.12458231,0.0007014256,0.03314528,-0.005996421,0.0020805607,0.8767213899542238,0.1815803553347387,0.44540787931203407,-0.16740585109593686,0.9833027785499902,-0.07135073030259453,-0.45092669627732007,-0.012009173675927753,0.8924801926833125,0.038766112,-0.022706034,0.10708273,-0.04873623,0.04206462,-0.013207451,0.24596049,-0.041479852,0.0017157029,0.0070293657,0.8512880369879252,-0.03083419581855145,-0.5237918770365457,0.048445312637355166,0.9986266036148842,0.019948890597467323,0.5224573951670255,-0.0423575131567474,0.8516126533315849,left_images/camera_left_3.png,right_images/camera_right_3.png
2025-06-02 14:22:00,0.16130638122558594,4,-0.09613034,0.07876372,0.11636231,0.17598298,-0.18860233,0.14044616,0.0015361232,0.032613534,-0.0062014894,0.0023542196,0.8784623124140601,0.20434963307984705,0.43190877871174865,-0.1877552431195324,0.9788497077276116,-0.08124788220436774,-0.439376756723962,-0.00971993527249062,0.8982502927965185,0.038848877,-0.02319266,0.107184194,-0.051061478,0.042554658,-0.013681229,0.27262706,-0.04142041,0.001761995,0.006948094,0.8513549055887882,-0.03278837256940952,-0.523564463417978,0.05075632851586546,0.998510757415202,0.020001560981813646,0.5221289302897275,-0.043602636965776057,0.8517512490182422,left_images/camera_left_4.png,right_images/camera_right_4.png
2025-06-02 14:22:00,0.21688175201416016,5,-0.103980035,0.08310679,0.11662652,0.19307685,-0.20654958,0.15725058,0.0030897488,0.031965286,-0.0064830044,0.0025928859,0.8799994356144714,0.22520003524433424,0.4181936602151715,-0.20754547754278962,0.9742669136431807,-0.08791391091133621,-0.4272304624786804,-0.0094300109300881,0.9040935830012904,0.039089352,-0.023681428,0.10723707,-0.054293137,0.042873442,-0.01390877,0.2992261,-0.041369684,0.0018106744,0.0069186995,0.8511523053046527,-0.0355921813450114,-0.5237107501299544,0.05397969729716285,0.9983441054332937,0.019880629424236455,0.522135945376568,-0.045191191328631385,0.8516641420020084,left_images/camera_left_5.png,right_images/camera_right_5.png
2025-06-02 14:22:00,0.2697148323059082,6,-0.11148435,0.08719388,0.11691463,0.21006396,-0.22342423,0.17443275,0.0014484837,0.03134504,-0.0067670494,0.0027933,0.8814100241338064,0.24536591367717606,0.4036235099220652,-0.22730504467193594,0.9693805307531814,-0.09291826119428667,-0.4140637463279442,-0.009846573111751064,0.9101946269753646,0.038712647,-0.024203984,0.10725418,-0.058321718,0.04444654,-0.014216073,0.31270227,-0.041394923,0.0018391617,0.0068848375,0.8512539076001444,-0.038441791497055885,-0.5233440679533705,0.057979020510063387,0.9980970663679833,0.020992362618807936,0.5215411948985227,-0.04821280715870792,0.8518628453276377,left_images/camera_left_6.png,right_images/camera_right_6.png
2025-06-02 14:22:00,0.3309447765350342,7,-0.120736405,0.09122181,0.11708037,0.23138858,-0.24721226,0.19181521,0.0018244104,0.030687816,-0.0069357273,0.0032073539,0.8806580218653772,0.2725054657625415,0.3875335077818447,-0.25256654186683564,0.9621248020564378,-0.10259633130520968,-0.4008136605126985,-0.007525715740094106,0.9161286880940966,0.038339667,-0.02491298,0.10716695,-0.062422138,0.045034725,-0.014728974,0.32364434,-0.04147756,0.001903627,0.006937758,0.8514335054233624,-0.04197870431407312,-0.5227798525446412,0.06206043616247772,0.99785251241461,0.020949122443998797,0.5207777722846936,-0.05028073042391336,0.8522102792399477,left_images/camera_left_7.png,right_images/camera_right_7.png
2025-06-02 14:22:00,0.3884847164154053,8,-0.13161302,0.09616969,0.11736876,0.2533351,-0.2679961,0.21247062,0.0005535281,0.02983639,-0.0073042186,0.0036376212,0.8800055731364405,0.2976211606943387,0.3701510988174418,-0.2781476956078008,0.9546376997427618,-0.10630485246647417,-0.3849987671108508,-0.009407812540822444,0.9228691361110315,0.03801924,-0.025519961,0.10708447,-0.07227654,0.050534062,-0.014202242,0.33589816,-0.041535676,0.0018668243,0.00700231,0.8506192953565884,-0.04767587315870449,-0.5236161050670771,0.07182948042379392,0.9970805368945272,0.025902291176058353,0.5208525128182728,-0.05964406143679876,0.851560476904732,left_images/camera_left_8.png,right_images/camera_right_8.png
2025-06-02 14:22:01,0.439455509185791,9,-0.14041293,0.09988202,0.117769845,0.26950896,-0.2843974,0.23151657,0.0011001694,0.029066695,-0.0076060994,0.003856958,0.8800623909751049,0.3164585817092569,0.3540397633794085,-0.2976479824508602,0.9485498279874525,-0.10797639727230718,-0.3699944141931259,-0.010353254924916469,0.9289762879526827,0.037536044,-0.026266512,0.10699883,-0.08426513,0.056307394,-0.014482826,0.35027212,-0.041613728,0.0018400074,0.007059506,0.8500408122735973,-0.05509827204407304,-0.5238270686848863,0.08369507404520525,0.9960074803055969,0.031052113549062486,0.5200247609968307,-0.07023730912452142,0.85125846154804,left_images/camera_left_9.png,right_images/camera_right_9.png
2025-06-02 14:22:01,0.4915952682495117,10,-0.15019336,0.10474547,0.1180148,0.28446364,-0.30320555,0.25230408,3.3307964e-07,0.028337402,-0.008002423,0.0042825444,0.8801292258694502,0.3348256251353462,0.3365476883343087,-0.3165065682808613,0.9422272531718094,-0.10968771861689589,-0.3538306628961301,-0.009980187023874272,0.9352562525112856,0.037031945,-0.027017126,0.10700475,-0.1007079,0.06322837,-0.0149401855,0.34467298,-0.04163879,0.0017947339,0.0070435023,0.8490063810853836,-0.06563739581147303,-0.5242898980024204,0.09995335199148885,0.994289692690082,0.037380936798424066,0.5188424542208991,-0.08414118659342917,0.8507189714686536,left_images/camera_left_10.png,right_images/camera_right_10.png
