Epoch Time (Seconds),Time (Seconds),Frame Number,PSM1_joint_1,PSM1_joint_2,PSM1_joint_3,PSM1_joint_4,PSM1_joint_5,PSM1_joint_6,PSM1_jaw_angle,PSM1_ee_x,PSM1_ee_y,PSM1_ee_z,"PSM1_Orientation_Matrix_[1,1]","PSM1_Orientation_Matrix_[1,2]","PSM1_Orientation_Matrix_[1,3]","PSM1_Orientation_Matrix_[2,1]","PSM1_Orientation_Matrix_[2,2]","PSM1_Orientation_Matrix_[2,3]","PSM1_Orientation_Matrix_[3,1]","PSM1_Orientation_Matrix_[3,2]","PSM1_Orientation_Matrix_[3,3]",PSM2_joint_1,PSM2_joint_2,PSM2_joint_3,PSM2_joint_4,PSM2_joint_5,PSM2_joint_6,PSM2_jaw_angle,PSM2_ee_x,PSM2_ee_y,PSM2_ee_z,"PSM2_Orientation_Matrix_[1,1]","PSM2_Orientation_Matrix_[1,2]","PSM2_Orientation_Matrix_[1,3]","PSM2_Orientation_Matrix_[2,1]","PSM2_Orientation_Matrix_[2,2]","PSM2_Orientation_Matrix_[2,3]","PSM2_Orientation_Matrix_[3,1]","PSM2_Orientation_Matrix_[3,2]","PSM2_Orientation_Matrix_[3,3]",PSM3_joint_1,PSM3_joint_2,PSM3_joint_3,PSM3_joint_4,PSM3_joint_5,PSM3_joint_6,PSM3_jaw_angle,PSM3_ee_x,PSM3_ee_y,PSM3_ee_z,"PSM3_Orientation_Matrix_[1,1]","PSM3_Orientation_Matrix_[1,2]","PSM3_Orientation_Matrix_[1,3]","PSM3_Orientation_Matrix_[2,1]","PSM3_Orientation_Matrix_[2,2]","PSM3_Orientation_Matrix_[2,3]","PSM3_Orientation_Matrix_[3,1]","PSM3_Orientation_Matrix_[3,2]","PSM3_Orientation_Matrix_[3,3]",Camera Left,Camera Right
2025-05-30 14:59:10,8.147586107254028,137,-0.1570683,-0.0980414,0.12238862,1.7640537,-0.56426185,0.28248313,1.0471426,0.050254006,0.007569253,0.0006605936,-0.1657525293430393,0.9693706813988673,0.18123625757745127,-0.9325246764434244,-0.2138531325004065,0.29097176073263487,0.32081743537481094,-0.12077797714839801,0.9394087786450953,0.09397018,-0.17644931,0.1179647,-2.6538806,-0.14122038,0.28921854,0.9467815,-0.054236855,0.020117503,0.002350323,-0.8851683491314376,-0.36952776638570745,-0.2827122628502616,0.42751673706928656,-0.8857398807162066,-0.18081566092147747,-0.18359311866613054,-0.2809165242181923,0.9420082129151603,0.0027233036,-0.0065061385,0.09171615,-0.0001727141,-0.011824713,-0.006229177,2.0336825e-13,0.0001994833,-0.00873485,0.0019246573,0.9999938192118267,-0.00022268290890004673,0.003508838905831482,0.0011841252293910373,0.9610196407951627,-0.2764775720621442,-0.003310496274897841,0.2764800181175108,0.9610139646207828,left_images/camera_left_137.png,right_images/camera_right_137.png
2025-05-30 14:59:10,8.219294786453247,138,-0.15678684,-0.096636206,0.122548595,1.7625108,-0.567003,0.28052443,1.0471684,0.05023258,0.007433728,0.00049408805,-0.16504195083667006,0.9702105842707561,0.17734874296995934,-0.9332351779308009,-0.21179816935496065,0.29019586166993194,0.31911323560218097,-0.1176135945666398,0.9403902302962432,0.091834545,-0.17963482,0.11776997,-2.6512458,-0.1493916,0.2877765,0.94172436,-0.05464167,0.02033325,0.0023801997,-0.8842543475354505,-0.37475108601475793,-0.2786680326040542,0.43082075606319914,-0.8848993238448442,-0.1770498878962392,-0.18024351586059378,-0.27661310560003655,0.9439266204533672,0.0027232983,-0.0065061315,0.09171615,-0.00017271574,-0.011824769,-0.0062291743,4.2041075e-13,0.00019948582,-0.008734851,0.0019246582,0.9999938203335814,-0.00022256946489077452,0.0035085263975183165,0.0011839294145200773,0.9610196735203411,-0.27647745914992483,-0.0033102274529431914,0.2764799044590587,0.9610139982458734,left_images/camera_left_138.png,right_images/camera_right_138.png
2025-05-30 14:59:10,8.285510778427124,139,-0.15694275,-0.09542512,0.122508004,1.7610837,-0.5693901,0.27920958,1.0471759,0.050286204,0.007297241,0.0005176831,-0.1641647824562944,0.9708968255990108,0.17438256289790505,-0.9337697866685951,-0.20994242117602768,0.2898243697407692,0.3179998580282139,-0.11525421394687363,0.9410592736175147,0.089098714,-0.18359517,0.1179513,-2.6496518,-0.15835996,0.28551057,0.9416758,-0.05490026,0.020688051,0.0020815851,-0.8836449006089899,-0.3793139472447385,-0.27439500551822044,0.43331485771646866,-0.8845511539627446,-0.17264845816089305,-0.17722845062202913,-0.271459362426115,0.9459914856072027,0.002723298,-0.0065061315,0.09171615,-0.00017269679,-0.011824713,-0.0062291743,3.0872857e-13,0.00019948582,-0.008734851,0.0019246582,0.9999938203335814,-0.00022256946489077452,0.0035085263975183165,0.0011839294145200773,0.9610196735203411,-0.27647745914992483,-0.0033102274529431914,0.2764799044590587,0.9610139982458734,left_images/camera_left_139.png,right_images/camera_right_139.png
2025-05-30 14:59:10,8.358103513717651,140,-0.15739335,-0.09424574,0.12253614,1.7595894,-0.5713956,0.27786842,1.0471509,0.050261028,0.0071736854,0.00050951634,-0.16306125028078927,0.9715019515292415,0.17203193549960788,-0.9343598081488526,-0.20805318976327553,0.2892846680094988,0.3168324124405603,-0.11356860659619747,0.9416577902948038,0.085549645,-0.18776129,0.118489034,-2.6478255,-0.16807035,0.28420287,0.94257855,-0.055058163,0.0211278,0.0014440008,-0.8833273325320096,-0.384482380126422,-0.2681531707330841,0.4359142295654155,-0.8841125899871579,-0.16829650230646562,-0.17237055451635375,-0.26555268328247306,0.9485621562856088,0.0027232943,-0.0065061315,0.09171615,-0.00017269405,-0.011824713,-0.0062291883,1.2302391e-12,0.0001994833,-0.00873485,0.0019246573,0.9999938192118267,-0.00022268290890004673,0.003508838905831482,0.0011841252293910373,0.9610196407951627,-0.2764775720621442,-0.003310496274897841,0.2764800181175108,0.9610139646207828,left_images/camera_left_140.png,right_images/camera_right_140.png
2025-05-30 14:59:10,8.41377878189087,141,-0.15769386,-0.093153216,0.12253862,1.7580897,-0.5728552,0.27646887,1.0471166,0.05025769,0.0070610354,0.00051231217,-0.16191125281735474,0.972041761613635,0.17005751935794083,-0.9350105263517323,-0.20621524526891344,0.2884971199685344,0.315499701778895,-0.11229464055663406,0.9422578478737575,0.08171464,-0.19144921,0.11915223,-2.6461153,-0.17686097,0.2833015,0.95415354,-0.05517133,0.021554805,0.0006843824,-0.8831594823834452,-0.38934203955396085,-0.26161442030623444,0.43827512957308656,-0.8836742235513777,-0.16442255754173066,-0.16716530583197964,-0.25987043476861993,0.9510642027009897,0.002723289,-0.0065061245,0.09171615,-0.00017269568,-0.011824769,-0.0062291855,8.665115e-13,0.0001994833,-0.00873485,0.0019246573,0.9999938192118267,-0.00022268290890004673,0.003508838905831482,0.0011841252293910373,0.9610196407951627,-0.2764775720621442,-0.003310496274897841,0.2764800181175108,0.9610139646207828,left_images/camera_left_141.png,right_images/camera_right_141.png
2025-05-30 14:59:10,8.467215776443481,142,-0.15763563,-0.092274524,0.1225421,1.7568036,-0.57366663,0.27530497,1.0470915,0.050278615,0.0069727656,0.0004931018,-0.16093106970353654,0.972476171201154,0.16849714315091385,-0.9355895546841118,-0.2046778769380183,0.28771366296742196,0.31428231889506814,-0.11134209957643845,0.9427775776352816,0.07834766,-0.19449356,0.11939551,-2.646329,-0.18295957,0.28211173,0.95298815,-0.055444553,0.021862354,0.00029809866,-0.8835708337312891,-0.3915397850361787,-0.25690305275184566,0.4386884541875782,-0.8840098317905851,-0.16149011567304816,-0.16387501927355397,-0.2553883592323745,0.9528492871523219,0.0027232887,-0.0065061245,0.09171615,-0.00017269743,-0.011824713,-0.0062291855,2.092039e-13,0.0001994833,-0.00873485,0.0019246573,0.9999938192118267,-0.00022268290890004673,0.003508838905831482,0.0011841252293910373,0.9610196407951627,-0.2764775720621442,-0.003310496274897841,0.2764800181175108,0.9610139646207828,left_images/camera_left_142.png,right_images/camera_right_142.png
2025-05-30 14:59:10,8.5207839012146,143,-0.15795438,-0.0918108,0.12266516,1.7545946,-0.5738756,0.2738454,1.0470092,0.050181553,0.0069598584,0.0004084753,-0.15932256613571166,0.972895387908356,0.16760335350637184,-0.9366380722051517,-0.2026131543574224,0.2857569445825471,0.31197025758195185,-0.1114561522213349,0.9435317082728412,0.07566916,-0.1968492,0.11928201,-2.6437695,-0.18816149,0.281027,0.9505755,-0.0558391,0.022044063,0.00023712404,-0.8829148225353354,-0.39555029812156317,-0.2529849359217649,0.4413376142715686,-0.8830311726848028,-0.15961534480112485,-0.16025768741772475,-0.2525785218953589,0.9542125360215503,0.0027232834,-0.0065061175,0.09171615,-0.00017269906,-0.011824769,-0.0062291827,4.1943237e-13,0.0001994833,-0.00873485,0.0019246573,0.9999938192118267,-0.00022268290890004673,0.003508838905831482,0.0011841252293910373,0.9610196407951627,-0.2764775720621442,-0.003310496274897841,0.2764800181175108,0.9610139646207828,left_images/camera_left_143.png,right_images/camera_right_143.png
2025-05-30 14:59:10,8.582746028900146,144,-0.15786722,-0.09125539,0.122676946,1.7539133,-0.57451665,0.27288973,1.0470592,0.05019599,0.006905197,0.00038480852,-0.15887581410758117,0.9731647970266646,0.16645946509497134,-0.9370141372438461,-0.20174647339794632,0.28513657618177046,0.3110674883314297,-0.11067356639930956,0.9439218078864549,0.07390994,-0.19827284,0.11916186,-2.641192,-0.19205017,0.27966496,0.955088,-0.056122,0.022132684,0.00023119338,-0.8819356980631788,-0.39914540939258175,-0.25074362732209565,0.44405178444054644,-0.8819830860287338,-0.15787288777493763,-0.15813739980466401,-0.2505768906345114,0.9550935999486961,0.0027232831,-0.0065061175,0.09171615,-0.0001727008,-0.011824713,-0.0062291827,2.031737e-13,0.0001994833,-0.00873485,0.0019246573,0.9999938192118267,-0.00022268290890004673,0.003508838905831482,0.0011841252293910373,0.9610196407951627,-0.2764775720621442,-0.003310496274897841,0.2764800181175108,0.9610139646207828,left_images/camera_left_144.png,right_images/camera_right_144.png
2025-05-30 14:59:11,8.640953540802002,145,-0.1580022,-0.09049422,0.122687005,1.7517459,-0.5750982,0.27341926,1.0470681,0.05019039,0.006826301,0.0003783591,-0.15693953066761374,0.9736722662709695,0.16532483663558722,-0.9374111008015801,-0.19955047684131094,0.28537700553193723,0.3108543257022475,-0.11019040378889597,0.9440485491250126,0.073226064,-0.19899547,0.11911029,-2.638911,-0.1951405,0.27864575,0.952476,-0.056246705,0.022164017,0.00022944342,-0.8808760259975738,-0.40219394254446894,-0.2495945900921301,0.4465262409853129,-0.8810289593047834,-0.1562123201858833,-0.157072413027394,-0.2490542219013103,0.9556674377726201,0.0027232778,-0.0065061105,0.09171615,-0.00017270244,-0.011824769,-0.00622918,4.2049407e-13,0.0001994833,-0.00873485,0.0019246573,0.9999938192118267,-0.00022268290890004673,0.003508838905831482,0.0011841252293910373,0.9610196407951627,-0.2764775720621442,-0.003310496274897841,0.2764800181175108,0.9610139646207828,left_images/camera_left_145.png,right_images/camera_right_145.png
2025-05-30 14:59:11,8.699474096298218,146,-0.15794602,-0.089309186,0.12260824,1.7504522,-0.57671636,0.27500027,1.0471168,0.05027169,0.0066668233,0.00042806566,-0.15552252337662464,0.9742258473648752,0.16339137997078768,-0.9371103724289817,-0.19782498866704668,0.2875576876817906,0.3124690298390907,-0.10839405973149067,0.9437233880784897,0.073658496,-0.1990327,0.11912925,-2.6365137,-0.19775675,0.27827418,0.94834524,-0.056213968,0.022138312,0.00023017451,-0.8796386645329821,-0.4051571474146387,-0.24916561913206295,0.44912140436430914,-0.8799859032642385,-0.15464402412654868,-0.15660710073448866,-0.24793647564457824,0.9560343717903049,0.0027232775,-0.0065061105,0.09171615,-0.00017270418,-0.011824713,-0.00622918,2.0277318e-13,0.0001994833,-0.00873485,0.0019246573,0.9999938192118267,-0.00022268290890004673,0.003508838905831482,0.0011841252293910373,0.9610196407951627,-0.2764775720621442,-0.003310496274897841,0.2764800181175108,0.9610139646207828,left_images/camera_left_146.png,right_images/camera_right_146.png
